"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 17:06:49 GMT 2021","Sun Aug 08 17:06:51 GMT 2021","1455","Test_Condiut","test_conduit","TestConduit","","","test_pagination",""
"passed","Sun Aug 08 17:06:55 GMT 2021","Sun Aug 08 17:06:57 GMT 2021","2631","Test_Condiut","test_conduit","TestConduit","","","test_create_article",""
"passed","Sun Aug 08 17:07:03 GMT 2021","Sun Aug 08 17:07:09 GMT 2021","5305","Test_Condiut","test_conduit","TestConduit","","","test_delete_article",""
"passed","Sun Aug 08 17:07:10 GMT 2021","Sun Aug 08 17:07:13 GMT 2021","2910","Test_Condiut","test_conduit","TestConduit","","","test_edit_profile_picture",""
"passed","Sun Aug 08 17:06:35 GMT 2021","Sun Aug 08 17:06:35 GMT 2021","79","Test_Condiut","test_conduit","TestConduit","","","test_accept_cookies",""
"broken","Sun Aug 08 17:06:59 GMT 2021","Sun Aug 08 17:07:02 GMT 2021","2823","Test_Condiut","test_conduit","TestConduit","","","test_add_comments",""
"passed","Sun Aug 08 17:06:37 GMT 2021","Sun Aug 08 17:06:42 GMT 2021","5548","Test_Condiut","test_conduit","TestConduit","","","test_sign_up",""
"passed","Sun Aug 08 17:06:46 GMT 2021","Sun Aug 08 17:06:48 GMT 2021","1359","Test_Condiut","test_conduit","TestConduit","","","test_list_articles",""
"passed","Sun Aug 08 17:06:53 GMT 2021","Sun Aug 08 17:06:53 GMT 2021","296","Test_Condiut","test_conduit","TestConduit","","","test_save_data",""
"passed","Sun Aug 08 17:06:44 GMT 2021","Sun Aug 08 17:06:45 GMT 2021","866","Test_Condiut","test_conduit","TestConduit","","","test_sign_in",""
"passed","Sun Aug 08 17:07:15 GMT 2021","Sun Aug 08 17:07:16 GMT 2021","1035","Test_Condiut","test_conduit","TestConduit","","","test_logout",""
