"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 17:12:14 GMT 2021","Sun Aug 08 17:12:19 GMT 2021","4544","Test_Condiut","test_conduit","TestConduit","","","test_sign_up",""
"passed","Sun Aug 08 17:12:44 GMT 2021","Sun Aug 08 17:12:46 GMT 2021","2286","Test_Condiut","test_conduit","TestConduit","","","test_edit_profile_picture",""
"passed","Sun Aug 08 17:12:37 GMT 2021","Sun Aug 08 17:12:42 GMT 2021","5168","Test_Condiut","test_conduit","TestConduit","","","test_delete_article",""
"passed","Sun Aug 08 17:12:32 GMT 2021","Sun Aug 08 17:12:35 GMT 2021","2813","Test_Condiut","test_conduit","TestConduit","","","test_add_comments",""
"passed","Sun Aug 08 17:12:48 GMT 2021","Sun Aug 08 17:12:49 GMT 2021","921","Test_Condiut","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Aug 08 17:12:12 GMT 2021","Sun Aug 08 17:12:12 GMT 2021","49","Test_Condiut","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Sun Aug 08 17:12:27 GMT 2021","Sun Aug 08 17:12:27 GMT 2021","285","Test_Condiut","test_conduit","TestConduit","","","test_save_data",""
"passed","Sun Aug 08 17:12:22 GMT 2021","Sun Aug 08 17:12:23 GMT 2021","1328","Test_Condiut","test_conduit","TestConduit","","","test_list_articles",""
"passed","Sun Aug 08 17:12:24 GMT 2021","Sun Aug 08 17:12:25 GMT 2021","1370","Test_Condiut","test_conduit","TestConduit","","","test_pagination",""
"passed","Sun Aug 08 17:12:19 GMT 2021","Sun Aug 08 17:12:20 GMT 2021","890","Test_Condiut","test_conduit","TestConduit","","","test_sign_in",""
"passed","Sun Aug 08 17:12:28 GMT 2021","Sun Aug 08 17:12:30 GMT 2021","2300","Test_Condiut","test_conduit","TestConduit","","","test_create_article",""
