"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 09:57:38 GMT 2021","Tue Aug 10 09:57:39 GMT 2021","1396","Test_Condiut","test_conduit","TestConduit","","","test_list_articles",""
"passed","Tue Aug 10 09:57:51 GMT 2021","Tue Aug 10 09:57:55 GMT 2021","3572","Test_Condiut","test_conduit","TestConduit","","","test_add_comments",""
"passed","Tue Aug 10 09:58:04 GMT 2021","Tue Aug 10 09:58:06 GMT 2021","2508","Test_Condiut","test_conduit","TestConduit","","","test_edit_profile_picture",""
"passed","Tue Aug 10 09:57:26 GMT 2021","Tue Aug 10 09:57:26 GMT 2021","94","Test_Condiut","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Tue Aug 10 09:58:08 GMT 2021","Tue Aug 10 09:58:09 GMT 2021","1020","Test_Condiut","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Aug 10 09:57:44 GMT 2021","Tue Aug 10 09:57:44 GMT 2021","306","Test_Condiut","test_conduit","TestConduit","","","test_save_data",""
"passed","Tue Aug 10 09:57:28 GMT 2021","Tue Aug 10 09:57:33 GMT 2021","5360","Test_Condiut","test_conduit","TestConduit","","","test_sign_up",""
"passed","Tue Aug 10 09:57:46 GMT 2021","Tue Aug 10 09:57:49 GMT 2021","2983","Test_Condiut","test_conduit","TestConduit","","","test_create_article",""
"passed","Tue Aug 10 09:57:41 GMT 2021","Tue Aug 10 09:57:42 GMT 2021","1506","Test_Condiut","test_conduit","TestConduit","","","test_pagination",""
"passed","Tue Aug 10 09:57:35 GMT 2021","Tue Aug 10 09:57:36 GMT 2021","933","Test_Condiut","test_conduit","TestConduit","","","test_sign_in",""
"passed","Tue Aug 10 09:57:56 GMT 2021","Tue Aug 10 09:58:02 GMT 2021","5428","Test_Condiut","test_conduit","TestConduit","","","test_delete_article",""
