"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 14:21:34 GMT 2021","Wed Aug 11 14:21:34 GMT 2021","808","Test_Condiut","test_conduit","TestConduit","","","test_sign_in",""
"passed","Wed Aug 11 14:21:41 GMT 2021","Wed Aug 11 14:21:41 GMT 2021","262","Test_Condiut","test_conduit","TestConduit","","","test_save_data",""
"passed","Wed Aug 11 14:21:39 GMT 2021","Wed Aug 11 14:21:40 GMT 2021","862","Test_Condiut","test_conduit","TestConduit","","","test_pagination",""
"passed","Wed Aug 11 14:21:47 GMT 2021","Wed Aug 11 14:21:50 GMT 2021","2587","Test_Condiut","test_conduit","TestConduit","","","test_add_comments",""
"passed","Wed Aug 11 14:21:29 GMT 2021","Wed Aug 11 14:21:33 GMT 2021","4417","Test_Condiut","test_conduit","TestConduit","","","test_sign_up",""
"passed","Wed Aug 11 14:21:27 GMT 2021","Wed Aug 11 14:21:27 GMT 2021","55","Test_Condiut","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Wed Aug 11 14:21:43 GMT 2021","Wed Aug 11 14:21:45 GMT 2021","2237","Test_Condiut","test_conduit","TestConduit","","","test_create_article",""
"passed","Wed Aug 11 14:22:02 GMT 2021","Wed Aug 11 14:22:02 GMT 2021","839","Test_Condiut","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Aug 11 14:21:51 GMT 2021","Wed Aug 11 14:21:56 GMT 2021","5033","Test_Condiut","test_conduit","TestConduit","","","test_delete_article",""
"passed","Wed Aug 11 14:21:58 GMT 2021","Wed Aug 11 14:22:00 GMT 2021","1723","Test_Condiut","test_conduit","TestConduit","","","test_edit_profile_picture",""
"passed","Wed Aug 11 14:21:36 GMT 2021","Wed Aug 11 14:21:37 GMT 2021","783","Test_Condiut","test_conduit","TestConduit","","","test_list_articles",""
