"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 07:32:59 GMT 2021","Tue Aug 10 07:33:00 GMT 2021","1506","Test_Condiut","test_conduit","TestConduit","","","test_pagination",""
"passed","Tue Aug 10 07:33:26 GMT 2021","Tue Aug 10 07:33:27 GMT 2021","1189","Test_Condiut","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Aug 10 07:32:53 GMT 2021","Tue Aug 10 07:32:54 GMT 2021","921","Test_Condiut","test_conduit","TestConduit","","","test_sign_in",""
"passed","Tue Aug 10 07:33:02 GMT 2021","Tue Aug 10 07:33:03 GMT 2021","370","Test_Condiut","test_conduit","TestConduit","","","test_save_data",""
"passed","Tue Aug 10 07:33:09 GMT 2021","Tue Aug 10 07:33:12 GMT 2021","3194","Test_Condiut","test_conduit","TestConduit","","","test_add_comments",""
"passed","Tue Aug 10 07:33:14 GMT 2021","Tue Aug 10 07:33:20 GMT 2021","5952","Test_Condiut","test_conduit","TestConduit","","","test_delete_article",""
"passed","Tue Aug 10 07:33:04 GMT 2021","Tue Aug 10 07:33:07 GMT 2021","2926","Test_Condiut","test_conduit","TestConduit","","","test_create_article",""
"passed","Tue Aug 10 07:32:56 GMT 2021","Tue Aug 10 07:32:57 GMT 2021","1478","Test_Condiut","test_conduit","TestConduit","","","test_list_articles",""
"passed","Tue Aug 10 07:33:21 GMT 2021","Tue Aug 10 07:33:24 GMT 2021","2556","Test_Condiut","test_conduit","TestConduit","","","test_edit_profile_picture",""
"passed","Tue Aug 10 07:32:44 GMT 2021","Tue Aug 10 07:32:44 GMT 2021","85","Test_Condiut","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Tue Aug 10 07:32:46 GMT 2021","Tue Aug 10 07:32:51 GMT 2021","5234","Test_Condiut","test_conduit","TestConduit","","","test_sign_up",""
