"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 06 09:36:48 GMT 2021","Fri Aug 06 09:36:48 GMT 2021","162","Test_Condiut","test_conduit","TestConduit","","","test_accept_cookies",""
"failed","Fri Aug 06 09:36:50 GMT 2021","Fri Aug 06 09:36:50 GMT 2021","161","Test_Condiut","test_conduit","TestConduit","","","test_sign_up",""
"failed","Fri Aug 06 09:37:22 GMT 2021","Fri Aug 06 09:37:23 GMT 2021","154","Test_Condiut","test_conduit","TestConduit","","","test_delete_article",""
"failed","Fri Aug 06 09:37:21 GMT 2021","Fri Aug 06 09:37:21 GMT 2021","156","Test_Condiut","test_conduit","TestConduit","","","test_add_comments",""
"broken","Fri Aug 06 09:36:52 GMT 2021","Fri Aug 06 09:37:03 GMT 2021","10706","Test_Condiut","test_conduit","TestConduit","","","test_sign_in",""
"failed","Fri Aug 06 09:37:26 GMT 2021","Fri Aug 06 09:37:26 GMT 2021","154","Test_Condiut","test_conduit","TestConduit","","","test_logout",""
"failed","Fri Aug 06 09:37:19 GMT 2021","Fri Aug 06 09:37:19 GMT 2021","152","Test_Condiut","test_conduit","TestConduit","","","test_create_article",""
"failed","Fri Aug 06 09:37:04 GMT 2021","Fri Aug 06 09:37:04 GMT 2021","160","Test_Condiut","test_conduit","TestConduit","","","test_list_articles",""
"failed","Fri Aug 06 09:37:18 GMT 2021","Fri Aug 06 09:37:18 GMT 2021","157","Test_Condiut","test_conduit","TestConduit","","","test_save_data",""
"broken","Fri Aug 06 09:37:06 GMT 2021","Fri Aug 06 09:37:16 GMT 2021","10624","Test_Condiut","test_conduit","TestConduit","","","test_paginate",""
"broken","Fri Aug 06 09:37:24 GMT 2021","Fri Aug 06 09:37:24 GMT 2021","13","Test_Condiut","test_conduit","TestConduit","","","test_edit_profile_picture",""
